Unnamed: 0,Location,Year,Month,Day,Latitude,Longitude,Country,Region_HiMAP,Type,Impact,Fatalities,Injured,Livestock,Leisure,Remarks,Reference
556,"Kunar Province, Afghanistan",2022,2.0,7.0,35.117071,71.559069,Afghanistan,8.0,snow avalanche,Y,19,,,,,https://reliefweb.int/report/afghanistan/afghanistan-snow-avalanche-amd-media-echo-daily-flash-08-february-2022
557,"Nawabad (Ishkashiem), Ishkashim, Badakhshan",2019,3.0,19.0,36.7071189,71.56628694,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
558,"Khak Ali, Darayim, Badakhshan",2022,3.0,14.0,36.706726,71.569351,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
559,"Khashak, Nusai, Badakhshan",2022,1.0,4.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
560,"Rubat (Shighnan), Shighnan, Badakhshan",2022,3.0,13.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
561,"Larky, Yamgan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
562,"Rubat (Shighnan), Shighnan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
563,"Rubat (Shighnan), Shighnan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
564,"Wirathn, Shighnan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
565,"Gharjween, Shighnan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
566,"Arakht, Shighnan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
567,"Sarjaway, Nusai, Badakhshan",2021,2.0,9.0,36.70689,71.569366,Afghanistan,6.0,slab avalanche,Y,2,7.0,0.0,,7 persons injured,AKAH-A
568,"Rubat (Shighnan), Shighnan, Badakhshan",2017,1.0,15.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
569,"Rubat (Shighnan), Shighnan, Badakhshan",2017,1.0,28.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
570,"Rubat (Shighnan), Shighnan, Badakhshan",2017,2.0,18.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
571,"Rubat (Shighnan), Shighnan, Badakhshan",2018,1.0,29.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
572,"Rubat (Shighnan), Shighnan, Badakhshan",2018,2.0,15.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
573,"Rubat (Shighnan), Shighnan, Badakhshan",2018,2.0,17.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
574,"Rubat (Shighnan), Shighnan, Badakhshan",2021,3.0,17.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
575,"Rubat (Shighnan), Shighnan, Badakhshan",2022,2.0,24.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
576,"Rubat (Shighnan), Shighnan, Badakhshan",2022,3.0,16.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
577,"Rubat (Shighnan), Shighnan, Badakhshan",2022,3.0,17.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
578,"Futoor, Wakhan, Badakhshan",2019,1.0,13.0,36.68254166,71.652222,Afghanistan,6.0,slab avalanche,Y,1,,0.0,,,AKAH-A
579,"Panja, Wakhan, Badakhshan",2021,3.0,30.0,36.99710825,72.57856111,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
580,"Pamir khurd, Wakhan, Badakhshan",2020,1.0,16.0,36.994361,72.650815,Afghanistan,8.0,slab avalanche,Y,1,,0.0,,,AKAH-A
581,Lenin peak ,1990,7.0,13.0,39.344094,72.877599,Tajikistan,6.0,,Y,40,,,,,https://www.nytimes.com/1990/07/18/world/avalanche-kills-40-climbers-in-soviet-central-asia.html
582,Kohistan,2010,2.0,16.0,35.411909,72.94035,Pakistan,8.0,snow avalanche,Y,120,72.0,,,"Families of 72 treated, Heavy snowfall",https://reliefweb.int/disaster/av-2010-000027-pak  /  https://reliefweb.int/report/pakistan/pakistan-kohistan-avalanche-death-toll-rises-102
583,"Korut, Wakhan, Badakhshan",2021,3.0,21.0,36.94849851,72.96753524,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
584,Gorno- Badakhshan,2010,2.0,6.0,38.474399,73.102399,Tajikistan,6.0,,Y,1,0.0,,,one person died when hit by avalanche and tried to jump off the truck,https://asiaplustj.info/en/news/tajikistan/incidents/20100206/avalanche-kills-one-gorno-badakhshan
585,GBAO,2015,1.0,14.0,38.474399,73.102399,Tajikistan,6.0,,Y,10,1.0,,,avalanche incidents since Jan 14,https://www.rferl.org/a/avalanches-claim-five-lives-in-tajikistan/29717373.html
586,Gorno-Badakshan,2019,1.0,,38.474399,73.102399,Tajikistan,6.0,,Y,7,1.0,,,,https://www.rferl.org/a/avalanches-claim-five-lives-in-tajikistan/29717373.html
587,"Archa, Wakhan, Badakhshan",2017,3.0,22.0,36.99154516,73.22911819,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
588,"Ners, Wakhan, Badakhshan",2012,3.0,20.0,36.98262401,73.32445,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
589,"Ners, Wakhan, Badakhshan",2017,2.0,5.0,36.98262401,73.32445,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
590,"Kherkat, Nusai, badakhshan",2022,3.0,7.0,36.98541579,73.38243981,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
591,"Kherkat, Nusai, Badakhshan",2022,3.0,12.0,36.98541579,73.38243981,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
592,Jalal-Abad,2022,2.0,14.0,41.12026,73.772608,Kyrgyzstan,4.0,,Y,3,,,,,
593,2022 Kyrgyzstan avalanche,2022,2.0,15.0,41.12026,73.772608,Kyrgyzstan,4.0,,Y,3,,,,,https://24.kg/english/223967_Avalanche_Three_people_go_missing_on_North_-_South_road/
594,Kashmir,2020,11.0,17.0,34.397451,73.860665,India,10.0,snow avalanche,Y,1,2.0,,,,https://www.ndtv.com/india-news/one-soldier-killed-two-injured-as-avalanche-hits-army-post-in-jammu-and-kashmirs-kupwara-2326725
595,Line of Control,2020,1.0,14.0,34.397451,73.860665,India,10.0,snow avalanche,Y,10,,,,Excessive snowfall,https://www.nytimes.com/2020/01/14/world/asia/pakistan-kashmir-avalanches.html
596,Uri-Sector,1997,3.0,28.0,34.095994,74.035038,India,10.0,slab avalanche,Y,4,,,,,https://egyankosh.ac.in/bitstream/123456789/25175/1/Unit-14.pdf
597,Kashmir avalanches,2018,1.0,5.0,34.409163,74.098664,India,10.0,,Y,11,2.0,,,"2 people rescued, near simultaneous avalanches at 3 places in a stretch of about 10 km",https://kathmandupost.com/world/2018/01/07/multiple-avalanches-in-indian-held-kashmir-kill-11
598,Jammu and Kashmir,2005,2.0,18.0,33.793152,74.346548,India,10.0,snow avalanche,Y,540,,,,"Series of avalanches since 18th Feb due to excessive snowfall, 1200 houses damaged, 4500 people evacuated, 262 people missing",https://egyankosh.ac.in/bitstream/123456789/25175/1/Unit-14.pdf
599,Line of Control,2020,1.0,14.0,34.827012,74.358551,Pakistan,10.0,snow avalanche,Y,55,12.0,,,">12 injuries, Excessive snowfall",https://www.nytimes.com/2020/01/14/world/asia/pakistan-kashmir-avalanches.html
600,Nilt,2022,4.0,22.0,36.231076,74.418877,Pakistan,9.0,,N,0,0.0,0.0,,,
601,Gurez Sector,2017,1.0,25.0,34.634041,74.773255,India,10.0,,Y,24,,,,"20 soldiers and 4 civilians, some remain missing","(Rafiq and Mishra, 2018)"
602,"Banihal, Jammu and Kashmir",1998,2.0,25.0,33.430363,75.214877,India,10.0,,Y,11,,,,Avalanche caused by intense snowfall destroyed a remote house and claimed the lives of its inhabitants,https://egyankosh.ac.in/bitstream/123456789/25175/1/Unit-14.pdf
603,Shigar,1988,,,35.592339,75.568032,Pakistan,9.0,,Y,42,,,,,personal communication
604,Lahual and Spiti,1978,3.0,,32.759515,76.19334,India,10.0,,Y,30,,,,,"(SoER, 2005)"
605,"Udaipur, Lahual",1992,3.0,29.0,32.729617,76.674216,India,10.0,,Y,9,,,,,"(Chandel et al., 2015)"
606,"Gayari Military Base, Ghanche",2012,4.0,7.0,35.498008,76.753358,Pakistan,9.0,ice and rock avalanche ,Y,140,,,,Indo-Pakistan border; 128 soldiers and 11 civilians,"(McClung, 2016; Gilany et al., 2019)"
607,"Keylong, Lahual",1996,3.0,19.0,32.578084,77.033034,India,10.0,,Y,6,,,,,"(Chandel et al., 2015)"
608,Molodejny,2022,4.0,,43.054354,77.047463,Kazakhstan,4.0,,Y,2,,,,,https://turkmenportal.com/en/blog/46177/the-avalanche-descended-from-the-kazakhstan-mountains
609,Shymbulak,2006,4.0,9.0,43.128277,77.080485,Kazakhstan,4.0,,Y,6,,,Y,,https://english.pravda.ru/news/world/78968-kazakhstan/
610,Shymbulak,2022,3.0,10.0,43.128277,77.080485,Kazakhstan,4.0,,Y,1,,,Y,,
611,Siachen Glacier ,2016,2.0,3.0,35.452442,77.085467,India,9.0,,Y,10,,0.0,,,https://www.thehindu.com/news/national/Avalanche-traps-10-Army-personnel-in-Siachen/article60563433.ece
612,Siachen,2019,11.0,18.0,35.245329,77.158828,India,9.0,,Y,6,2.0,,,2 civilian porters,https://timesofindia.indiatimes.com/india/six-feared-dead-after-avalanche-hits-army-positions-in-northern-siachen/articleshow/72114684.cms
613,Siachen,2021,4.0,25.0,35.33656,77.158828,India,9.0,,Y,2,,,,,https://www.ndtv.com/india-news/two-army-soldiers-killed-in-avalanche-in-siachen-2422536
614,Himanchal,1973,,,32.248596,77.190601,India,10.0,,Y,2,,,,,"(Chandel et al., 2015)"
615,Deo-Tibba ,1972,10.0,28.0,32.186436,77.383044,India,10.0,,Y,2,,,,heavy snowfall triggered,"(Chandel et al., 2015)"
616,"Bharatpur, Lahual",2008,9.0,22.0,32.797365,77.430127,India,10.0,,Y,7,,,,12 trekkers went missing in the Chandertal area,"(Chandel et al., 2015)"
617,Lahaul Valley,1979,3.0,,31.841332,77.485476,India,10.0,,Y,237,,,,"Intense snowstorms triggered the avalanches, which buried the valley under almost 6 m of snow","(SoER, 2005)"
618,"Kilba, Kinnaur",1984,2.0,21.0,31.528548,78.142533,India,10.0,,Y,8,,,,,"(Chandel et al., 2015)"
619,Lippa Himanchal,1975,,,31.652325,78.384838,India,10.0,,Y,2,,,,,"(Chandel et al., 2015)"
620,"Kinnaur, Himanchal",2002,3.0,5.0,31.811375,78.656008,India,11.0,,Y,3,,,,,http://www.indiaenvironmentportal.org.in/content/140189/avalanches-claim-3-lives/
621,Chamoli,2021,4.0,23.0,30.822323,79.966271,India,11.0,,Y,8,,,,,https://thehimalayantimes.com/world/at-least-8-dead-in-glacier-avalanche-in-indias-himalayan-state-official
622,Pithoragarh,2017,3.0,11.0,30.098666,80.800212,India,11.0,,Y,3,,,,1 missing,https://kathmandupost.com/miscellaneous/2017/03/15/two-nepalis-killed-one-missing-in-uttarakhand-avalanche
623,Darchula avalanche,2017,6.0,1.0,29.85797,80.938675,Nepal,11.0,,Y,1,6.0,,,"6 injured, Yarsagumba picker",https://kathmandupost.com/national/2017/06/03/yarsagumba-collector-killed-in-darchula-avalanche
624,"Byasimare, Bajhang",2022,6.0,2.0,29.641032,81.074734,Nepal,11.0,,Y,1,,,,Local people suspected wildfire in pine forest as a cause of avalanche ,https://kathmandupost.com/climate-environment/2022/06/29/wildfires-in-bajhang-highlands-destroy-biodiversity
625,Ili,2008,3.0,17.0,43.92,81.32,China,6.0,,Y,16,,,,,https://reliefweb.int/report/china/death-toll-rises-weather-hinders-rescue-nw-china-avalanche
626,Aru-1,2016,7.0,17.0,34.02,82.25,China,16.0,glacier detachment,Y,9,,100.0,,>100 yaks killed,"(K��b et al., 2021)"
627,Aru-2,2016,9.0,,34.0,82.265,China,16.0,glacier detachment,N,0,,0.0,,,"(K��b et al., 2021)"
628,"Okta, Dolpa avalanche",2017,3.0,11.0,29.07739,82.44277,Nepal,11.0,,Y,0,,8.0,,8 horses and mules,https://kathmandupost.com/national/2017/03/16/one-missing-another-injured-in-dolpa-avalanche
629,Dolpa avalanche,2017,3.0,11.0,28.840926,83.059938,Nepal,11.0,,Y,1,1.0,,,1 injured,https://kathmandupost.com/national/2017/03/16/one-missing-another-injured-in-dolpa-avalanche
630,2016 Karnali avalanche,2016,,,29.43017,83.095098,Nepal,11.0,,Y,16,,,,Yarsagumba pickers hit by an avalanche,https://kathmandupost.com/karnali-province/2022/02/12/herb-collectors-stuck-in-snow-start-returning-home
631,Gurja base camp,2018,10.0,12.0,28.665882,83.300291,Nepal,11.0,powder snow avalanche ,Y,9,,0.0,Y,,https://www.outdoorjournal.com/news/update-9-climbers-die-gurja-base-camp-really-happened-experts-opinion/
632,Annapurna region ,2014,10.0,14.0,28.673226,83.518843,Nepal,11.0,,Y,43,,,,Not all died due to avalanches,"(Thakuri et al., 2020)"
633,Kobang,2021,11.0,14.0,28.718882,83.582068,Nepal,11.0,ice and snow avalanche,Y,0,,14.0,,,https://thehimalayantimes.com/nepal/around-120-yaks-go-missing-in-avalanche-in-mustang
634,Kobang,2022,3.0,,28.718882,83.582068,Nepal,11.0,,Y,0,,7.0,,,by local people
635,"Kapuche, Kaski",2021,1.0,9.0,28.465885,84.110242,Nepal,11.0,snow avalanche,N,0,,0.0,,,https://www.washingtonpost.com/weather/2021/04/23/nepal-avalanche-mountain-hikers/
636,Manang,2019,2.0,,28.591301,84.14375,Nepal,11.0,,Y,2,,,,,https://thehimalayantimes.com/nepal/two-dead-in-manang-avalanche
637,Annapurna,2020,1.0,17.0,28.591216,84.208337,Nepal,11.0,,Y,7,,,,,https://kathmandupost.com/gandaki-province/2020/04/27/rescuers-recover-bodies-of-two-south-korean-tourists-buried-in-an-avalanche-in-january
638,"Chunchet, Gorkha",1999,1.0,2.0,28.509066,84.961227,Nepal,11.0,,Y,5,,,,,"(MoHA and DPNet-Nepal, 2015)"
639,Langtang,2015,4.0,25.0,28.237596,85.498829,Nepal,11.0,ice and rock avalanche ,Y,350,,1000.0,,Triggered by Gorkha earthquake and completely destroyed Langtang Village,"(Kargel et al., 2016)"
640,Langtang avalanche,2021,1.0,,28.237596,85.498829,Nepal,11.0,powder snow avalanche ,N,0,,0.0,,,"Social media/Langtang village facebook page (https://www.facebook.com/Langtangvalley0), later video was removed"
641,Langtang ,2019,4.0,,28.217826,85.517401,Nepal,11.0,wet snow avalanche,N,0,,0.0,,,witnessed
642,Sindhum,2007,11.0,,28.215008,85.526744,Nepal,11.0,,Y,2,0.0,,,damaged all fifteen houses in that settlement,"(Soden et al., 2018)"
643,Lirung avalanche,2018,11.0,,28.237891,85.536642,Nepal,11.0,powder snow avalanche ,N,0,,0.0,,,witnessed
644,Katon-Karagay,2022,6.0,23.0,49.152485,85.562966,Kazakhstan,,,Y,2,1.0,,,,https://www.inform.kz/en/two-climbers-killed-in-avalanche-in-east-kazakhstan_a3947897
645,Gokyo ,1995,11.0,12.0,27.912404,86.683499,Nepal,11.0,,Y,48,,100.0,,avalanche/snowstorms,"(Thakuri et al., 2020)"
646,Everest region,1997,,,28.000026,86.853861,Nepal,11.0,,Y,19,,,, avalanche/snowstorm,"(Thakuri et al., 2020)"
647,1980 avalanches,1980,,,27.982441,86.88153,Nepal,11.0,,Y,10,,,,,"(Thakuri et al., 2020)"
648,Lugnak La avalanche,2020,5.0,14.0,27.895319,88.481671,India,12.0,snow avalanche,Y,2,,,,,https://www.hindustantimes.com/india-news/two-soldiers-dead-in-avalanche-at-sikkim-s-lugnak-la/story-neYTXF55CsJy4rJEGdrrLL.html
649,Kameng sector,2022,2.0,6.0,27.478782,92.11086,India,12.0,snow avalanche,Y,7,,,,,https://www.tribuneindia.com/news/nation/7-army-men-hit-by-avalanche-dead-368190
650,Amney Machen,2004,1.0,,34.82,99.44,China,21.0,glacier detachment,N,0,0.0,0.0,,happened between 26 Jan - 3 Feb,"(K��b et al., 2021)"
651,Amney Machen,2007,9.0,,34.82,99.44,China,21.0,glacier detachment,N,0,0.0,0.0,,happened between 23 Sep - 2 Nov,"(K��b et al., 2021)"
652,Amney Machen,2016,10.0,,34.82,99.44,China,21.0,glacier detachment,N,0,,0.0,,happened between 4 - 7 Oct,"(K��b et al., 2021)"
653,Amney Machen,2019,7.0,9.0,34.82,99.44,China,21.0,glacier detachment,N,0,0.0,0.0,,between 9-20 July,"(K��b et al., 2021)"
654,"Kaicheng Town, Yuanzhou District",2012,6.0,5.0,36.210025,104.213076,China,22.0,,Y,10,,,,,https://reliefweb.int/report/china/avalanche-leaves-3-dead-7-missing-nw-china
655,Chitral ,2012,3.0,19.0,35.845718,71.809852,Pakistan,8.0,snow avalanche,Y,5,,,,,"(Chabot et al., 2016)"
656,Tajik Badhakshan,2012,3.0,19.0,38.474399,73.102399,Tajikistan,6.0,snow avalanche,Y,1,,50.0,,,"(Chabot et al., 2016)"
657,Gilgit,2012,3.0,19.0,35.856445,74.462647,Pakistan,8.0,snow avalanche,Y,4,3.0,,,,"(Chabot et al., 2016)"
658,Mustang,1998,,,28.688387,83.543016,Nepal,11.0,,Y,0,,25.0,,Yaks,
659,Mustang,1998,,,28.688387,83.543016,Nepal,11.0,ice and snow avalanche,Y,3,,85.0,,85 cows dead,personal communication
660,Mustang,1987,,,28.688387,83.543016,Nepal,11.0,,Y,0,0.0,62.0,,Yaks,
661,Mustang,2003,,,28.601155,83.596533,Nepal,11.0,ice and snow avalanche,Y,0,,70.0,,single owner lost 70 yaks,"https://lib.icimod.org/record/12691#:~:text=There%20are%20thirty%20yak%20herd,5%2C000%20metres%20above%20sea%20level."
662,Langtang,1997,8.0,,28.206287,85.62293,Nepal,11.0,,Y,0,,5.0,,,https://case.edu/affil/tibet/documents/McVeighNomadicPeoplesArticle.pdf
663,"Jamarch Bala, Maimai, Badakhshan",2022,2.0,23.0,,,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
664,,2017,2.0,19.0,,,Kyrgyzstan,5.0,snow avalanche,Y,3,,,,,https://reliefweb.int/report/tajikistan/deadly-avalanches-hit-central-asia
665,,2017,2.0,19.0,,,Tajikistan,6.0,snow avalanche,Y,5,,,,,https://reliefweb.int/report/tajikistan/deadly-avalanches-hit-central-asia
666,"Wushnashahr, Nusai, Badakhshan",2019,2.0,5.0,,,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
667,"Jamarch Bala, Maimai, Badakhshan",2019,2.0,6.0,,,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
668,"Nawabad, Nusai, Badakhshan",2019,3.0,28.0,,,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
669,"Ghazdara, Maimai, Badakhshan",2019,4.0,16.0,,,Afghanistan,6.0,wet snow avalanche,N,0,,0.0,,,AKAH-A
670,"Safidsang, Khahan, Badakhshan",2019,1.0,16.0,,,Afghanistan,6.0,slab avalanche,Y,1,,0.0,,,AKAH-A
671,"Hosshah, Khahan, Badakhshan",2019,2.0,2.0,,,Afghanistan,6.0,slab avalanche,Y,2,4.0,0.0,,4 persons injured,AKAH-A
672,"Khaldis, Raghistan, Badakhshan",2019,1.0,17.0,,,Afghanistan,6.0,slab avalanche,Y,8,3.0,0.0,,3 person injured,AKAH-A
673,"Silla Shudag, Nusai, Badakhshan",2020,1.0,7.0,,,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
674,"Parabir, Maimai, Badakhshan",2020,1.0,13.0,,,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
675,"Ozbay, Maimai, Badakhshan",2020,4.0,15.0,,,Afghanistan,6.0,wet snow avalanche,Y,0,,200.0,,,AKAH-A
676,"Darmarakht, Shighnan, Badakhshan",2021,1.0,21.0,,,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
677,"Gharan bala Woned, Ishkashim, Badakhshan",2021,3.0,28.0,,,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
678,"Zarandabd, Khahan, Badakhshan",2021,3.0,5.0,,,Afghanistan,6.0,slab avalanche,Y,14,18.0,0.0,,18 persons injured,AKAH-A
679,"Lech (Sanglige), Shukai, Badakhshan",2022,1.0,3.0,,,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
680,"Taajdara, Raghistan, Badakhshan",2022,1.0,3.0,,,Afghanistan,8.0,slab avalanche,Y,5,,0.0,,,AKAH-A
681,,2002 - 2008,,,,,Kyrgyzstan,5.0,,Y,56,,,,,https://www.preventionweb.net/files/14436_14436INDEPTHREVIEWOFDRRINKRfinal1.pdf
682,"Gharan, Ishkashim, Badakhshan",2021,3.0,18.0,,,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
683,"Woned, Ishkashim, Badakhshan",2021,3.0,29.0,,,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
